screen_name,retweet_count,plain_text_len,question_marks,esclamation_marks,emojis,hashtags,tags,urls,verbs,nouns,adjs,advs
Allrecipes,5,170,0,0,0,0,0,2,3,17,1,1
Allrecipes,2,103,0,0,0,0,0,1,1,10,3,0
Allrecipes,6,113,0,0,0,0,0,1,4,8,5,2
Allrecipes,6,118,0,0,0,0,0,2,2,10,1,2
Allrecipes,5,79,0,0,0,0,0,1,2,7,2,0
Allrecipes,5,41,0,0,0,0,0,1,1,2,3,0
Allrecipes,6,139,0,0,0,0,0,1,6,12,1,0
Allrecipes,1,94,0,0,0,0,0,1,3,5,3,1
Allrecipes,2,88,0,0,0,0,0,1,3,7,2,0
Allrecipes,7,95,0,0,0,0,0,1,2,8,3,0
Allrecipes,2,91,0,0,0,0,0,1,3,3,5,1
Allrecipes,5,93,0,0,0,0,0,1,2,7,2,0
Allrecipes,1,82,0,0,0,0,0,1,1,6,1,0
Allrecipes,0,81,0,0,0,0,0,1,2,4,4,1
Allrecipes,0,106,0,0,0,0,2,2,4,8,1,2
Allrecipes,0,75,0,0,0,0,0,1,3,5,3,0
Allrecipes,9,81,0,0,0,0,0,2,1,6,3,2
Allrecipes,4,70,0,0,0,0,0,1,2,4,0,2
Allrecipes,0,82,0,0,0,0,0,1,3,8,0,0
Allrecipes,0,78,0,2,0,0,0,2,4,6,0,2
Allrecipes,1,59,0,0,0,0,0,1,1,5,2,0
Allrecipes,3,66,0,0,0,0,0,1,2,6,2,0
Allrecipes,1,89,0,0,0,0,0,1,2,8,1,0
Allrecipes,1,78,0,0,0,0,0,1,1,4,4,2
Allrecipes,2,111,0,0,0,0,0,1,3,9,2,0
Allrecipes,1,66,0,0,0,0,0,1,1,6,1,1
Allrecipes,2,90,0,0,0,0,0,1,3,6,1,3
Allrecipes,0,63,0,0,0,0,0,1,6,3,0,2
Allrecipes,2,101,0,0,0,0,0,2,3,7,2,0
Allrecipes,3,94,0,0,0,0,0,1,3,6,2,1
Allrecipes,1,75,0,1,0,0,0,1,4,6,1,0
Allrecipes,1,85,0,0,0,0,0,2,2,7,1,2
Allrecipes,3,82,0,0,0,0,0,2,2,9,0,0
Allrecipes,1,118,0,0,0,0,0,1,4,9,5,0
Allrecipes,0,114,0,1,0,0,0,2,4,10,2,2
Allrecipes,5,66,0,0,0,0,0,1,5,2,0,4
Allrecipes,3,84,0,0,0,0,0,1,4,5,1,1
Allrecipes,4,100,0,0,0,0,0,1,3,9,0,1
Allrecipes,4,56,0,0,0,0,0,1,2,3,4,0
Allrecipes,0,104,0,0,0,0,0,1,2,6,5,2
Allrecipes,0,105,0,0,0,0,0,1,4,9,0,0
Allrecipes,1,115,0,0,0,0,0,1,6,7,1,1
Allrecipes,1,116,0,0,0,0,0,1,3,7,3,0
Allrecipes,0,59,0,0,0,0,0,1,3,2,2,1
Allrecipes,5,65,0,0,0,0,0,1,1,7,1,1
Allrecipes,3,42,0,0,0,0,0,1,1,4,1,0
Allrecipes,6,127,0,0,0,0,0,1,4,11,3,0
Allrecipes,2,91,0,0,0,0,0,1,3,5,2,3
Allrecipes,4,47,0,0,0,0,0,1,1,4,1,0
Allrecipes,1,112,0,0,0,0,0,1,2,8,5,0
Allrecipes,5,66,0,0,0,0,0,1,3,4,1,0
Allrecipes,4,92,0,0,0,0,0,1,4,8,0,0
Allrecipes,3,97,0,0,0,0,0,1,6,6,1,0
Allrecipes,1,17,0,1,0,0,0,1,0,2,0,0
Allrecipes,1,72,0,3,0,0,0,1,4,4,2,1
Allrecipes,1,89,0,1,0,0,0,1,1,6,3,0
Allrecipes,0,81,0,0,0,0,0,1,4,4,3,2
Allrecipes,4,88,0,0,0,0,0,1,4,4,4,0
Allrecipes,1,121,0,1,0,0,2,2,4,10,1,2
Allrecipes,0,42,0,0,0,0,0,1,1,3,2,1
Allrecipes,1,154,0,0,0,0,0,2,5,12,4,2
Allrecipes,4,34,0,0,0,0,0,1,0,3,1,0
Allrecipes,0,88,0,0,0,0,0,1,6,4,0,3
Allrecipes,3,70,0,0,0,0,0,2,2,7,0,1
Allrecipes,3,76,0,0,0,0,0,1,3,7,2,1
Allrecipes,1,36,0,0,0,0,0,1,3,2,0,0
Allrecipes,3,90,0,0,0,0,0,1,3,7,4,0
Allrecipes,2,75,0,0,0,0,0,1,1,9,1,0
Allrecipes,0,44,0,0,0,0,0,1,2,3,1,0
Allrecipes,4,110,0,0,0,0,0,1,6,7,2,0
Allrecipes,0,64,0,0,0,0,0,1,1,5,4,0
Allrecipes,5,132,0,0,0,0,0,1,5,10,4,1
Allrecipes,0,104,0,0,0,0,0,1,2,9,3,0
Allrecipes,2,106,0,0,0,0,0,1,4,10,0,1
Allrecipes,1,87,0,1,0,0,0,1,2,6,2,2
Allrecipes,3,146,0,0,0,0,0,2,3,12,2,1
Allrecipes,5,115,0,0,0,0,0,1,3,9,2,2
Allrecipes,2,125,0,0,0,0,0,2,6,8,4,0
Allrecipes,2,92,0,1,0,0,0,2,2,6,2,2
Allrecipes,2,124,0,0,0,0,0,1,1,10,3,1
Allrecipes,4,59,0,0,0,0,0,1,1,5,3,0
Allrecipes,1,78,0,0,0,0,0,1,3,5,3,0
Allrecipes,2,90,0,0,0,0,0,1,2,9,1,0
Allrecipes,0,119,0,0,0,0,0,2,3,12,2,0
Allrecipes,2,85,0,0,0,0,0,1,2,12,2,0
Allrecipes,1,97,0,0,0,0,0,1,5,6,3,0
Allrecipes,1,61,0,0,0,0,0,1,1,6,2,0
Allrecipes,6,89,0,0,0,0,0,1,3,6,4,0
seriouseats,4,57,0,0,0,0,0,2,1,5,0,0
seriouseats,12,66,0,0,0,0,0,1,1,4,2,0
seriouseats,10,21,0,0,0,0,0,1,0,2,0,0
seriouseats,9,39,0,0,0,0,0,1,1,4,0,1
seriouseats,4,60,0,0,0,0,0,1,2,6,0,0
seriouseats,10,59,0,0,0,0,0,1,4,5,0,1
seriouseats,5,31,0,0,0,0,0,1,0,2,2,0
seriouseats,6,52,0,0,0,0,0,1,0,5,2,1
seriouseats,2,46,0,1,0,0,2,1,4,2,0,1
seriouseats,4,43,0,0,0,0,0,2,1,4,1,0
seriouseats,10,77,0,0,0,0,0,1,3,5,3,2
seriouseats,7,68,0,0,0,0,0,1,4,4,1,0
seriouseats,11,48,0,0,0,0,0,1,1,3,2,0
seriouseats,11,33,0,0,0,0,0,1,0,2,1,0
seriouseats,4,27,0,0,0,0,0,1,0,2,2,0
seriouseats,5,41,0,0,0,0,0,1,2,2,0,1
seriouseats,8,42,0,0,0,0,0,1,0,5,1,0
seriouseats,6,26,0,0,0,0,0,2,1,2,1,0
seriouseats,4,29,0,0,0,0,0,1,0,3,1,0
seriouseats,9,52,0,0,0,0,0,1,2,2,1,1
seriouseats,12,46,0,0,0,0,0,1,4,0,1,2
seriouseats,5,49,0,0,0,0,0,1,1,5,1,1
seriouseats,8,50,0,0,0,0,0,1,1,4,0,1
seriouseats,7,44,0,0,0,0,0,1,1,4,1,0
seriouseats,13,6,0,1,0,0,0,2,0,2,0,0
seriouseats,6,59,0,0,0,0,0,1,3,4,3,0
seriouseats,5,27,0,0,0,0,0,1,0,2,1,1
seriouseats,9,57,0,0,0,0,0,1,2,2,2,0
seriouseats,4,36,0,0,0,0,0,1,1,2,0,1
seriouseats,10,44,0,0,0,0,0,2,3,2,0,1
seriouseats,1,91,0,1,1,0,2,1,7,5,0,2
seriouseats,7,26,1,0,0,0,0,1,1,3,0,0
seriouseats,4,34,0,0,0,0,0,1,0,4,1,0
seriouseats,5,57,0,0,0,0,0,1,3,4,1,0
seriouseats,10,56,0,0,0,0,0,1,1,6,2,0
seriouseats,5,27,0,0,0,0,0,1,0,2,0,2
seriouseats,12,67,0,0,0,0,0,1,3,6,1,1
seriouseats,6,59,0,0,0,0,0,1,1,5,1,0
seriouseats,6,36,0,0,0,0,0,2,1,2,0,0
seriouseats,4,30,0,0,0,0,0,1,0,3,0,1
seriouseats,10,30,0,0,0,0,0,1,0,2,1,0
seriouseats,10,21,0,1,0,0,0,1,1,0,0,1
seriouseats,10,34,0,0,0,0,0,1,0,3,2,0
seriouseats,2,68,1,0,0,0,0,1,1,7,2,1
seriouseats,9,19,0,0,0,0,0,1,0,2,1,0
seriouseats,9,44,0,0,0,0,0,1,1,5,0,0
seriouseats,8,19,0,0,0,0,0,1,1,1,1,0
seriouseats,5,23,0,0,0,0,0,1,0,1,0,1
seriouseats,7,54,0,0,0,0,0,1,0,10,0,0
seriouseats,11,76,0,0,0,0,0,2,1,4,4,1
seriouseats,5,63,0,0,0,0,0,1,0,6,2,0
seriouseats,16,32,0,0,0,0,0,1,0,4,0,0
seriouseats,3,29,0,0,0,0,0,1,2,2,2,0
seriouseats,4,100,0,0,0,1,1,2,5,7,3,0
seriouseats,16,72,0,0,0,0,1,1,1,7,2,0
seriouseats,7,28,0,0,0,0,0,1,1,2,0,2
seriouseats,5,38,0,0,0,0,0,2,1,4,3,0
seriouseats,7,44,0,0,0,0,0,1,2,3,0,0
